m,n,k,b,p,q,algo,lookahead,gflops
3072,3072,3072,256,2,2,p2p-i-la,4,82.213153
3072,3072,3072,256,2,2,p2p-i-la,4,83.432224
3072,3072,3072,256,2,2,p2p-i-la,4,82.422107
3072,3072,3072,256,2,2,p2p-i-la,4,82.682209
3072,3072,3072,256,2,2,p2p-i-la,4,82.137565
1792,3584,1792,256,2,2,p2p-i-la,11,77.085738
1792,3584,1792,256,2,2,p2p-i-la,11,79.630326
1792,3584,1792,256,2,2,p2p-i-la,11,80.172831
1792,3584,1792,256,2,2,p2p-i-la,11,79.042426
1792,3584,1792,256,2,2,p2p-i-la,11,80.384770
3584,1792,3584,256,2,2,p2p-i-la,5,82.603977
3584,1792,3584,256,2,2,p2p-i-la,5,85.286434
3584,1792,3584,256,2,2,p2p-i-la,5,84.562826
3584,1792,3584,256,2,2,p2p-i-la,5,83.911308
3584,1792,3584,256,2,2,p2p-i-la,5,84.604629
1792,3584,1792,256,2,2,p2p-i-la,12,77.500740
1792,3584,1792,256,2,2,p2p-i-la,12,79.863789
1792,3584,1792,256,2,2,p2p-i-la,12,81.407655
1792,3584,1792,256,2,2,p2p-i-la,12,78.923994
1792,3584,1792,256,2,2,p2p-i-la,12,80.165292
3072,3072,3072,256,2,2,p2p-i-la,5,82.269145
3072,3072,3072,256,2,2,p2p-i-la,5,83.515507
3072,3072,3072,256,2,2,p2p-i-la,5,81.572384
3072,3072,3072,256,2,2,p2p-i-la,5,82.483314
3072,3072,3072,256,2,2,p2p-i-la,5,82.126164
1792,3584,1792,256,2,2,p2p-i-la,13,75.967619
1792,3584,1792,256,2,2,p2p-i-la,13,81.086757
1792,3584,1792,256,2,2,p2p-i-la,13,80.143798
1792,3584,1792,256,2,2,p2p-i-la,13,78.098962
1792,3584,1792,256,2,2,p2p-i-la,13,79.276266
3584,1792,3584,256,2,2,p2p-i-la,6,81.628071
3584,1792,3584,256,2,2,p2p-i-la,6,84.218626
3584,1792,3584,256,2,2,p2p-i-la,6,81.709348
3584,1792,3584,256,2,2,p2p-i-la,6,82.414393
3584,1792,3584,256,2,2,p2p-i-la,6,82.552425
1792,3584,1792,256,2,2,p2p-i-la,14,75.426689
1792,3584,1792,256,2,2,p2p-i-la,14,79.587379
1792,3584,1792,256,2,2,p2p-i-la,14,78.447102
1792,3584,1792,256,2,2,p2p-i-la,14,77.806981
1792,3584,1792,256,2,2,p2p-i-la,14,79.132373
3072,3072,3072,256,2,2,p2p-i-la,6,81.326733
3072,3072,3072,256,2,2,p2p-i-la,6,82.534387
3072,3072,3072,256,2,2,p2p-i-la,6,82.141289
3072,3072,3072,256,2,2,p2p-i-la,6,85.457374
3072,3072,3072,256,2,2,p2p-i-la,6,85.269743
3584,1792,3584,256,2,2,p2p-i-la,7,82.565900
3584,1792,3584,256,2,2,p2p-i-la,7,86.976374
3584,1792,3584,256,2,2,p2p-i-la,7,86.304265
3584,1792,3584,256,2,2,p2p-i-la,7,84.236344
3584,1792,3584,256,2,2,p2p-i-la,7,86.043281
3072,3072,3072,256,2,2,p2p-i-la,7,84.005794
3072,3072,3072,256,2,2,p2p-i-la,7,86.945396
3072,3072,3072,256,2,2,p2p-i-la,7,90.156464
3072,3072,3072,256,2,2,p2p-i-la,7,89.525596
3072,3072,3072,256,2,2,p2p-i-la,7,89.604184
3072,3072,3072,256,2,2,p2p-i-la,8,87.907411
3072,3072,3072,256,2,2,p2p-i-la,8,89.000517
3072,3072,3072,256,2,2,p2p-i-la,8,89.321346
3072,3072,3072,256,2,2,p2p-i-la,8,89.487737
3072,3072,3072,256,2,2,p2p-i-la,8,89.334421
3072,3072,3072,256,2,2,p2p-i-la,9,87.987448
3072,3072,3072,256,2,2,p2p-i-la,9,89.079417
3072,3072,3072,256,2,2,p2p-i-la,9,89.502376
3072,3072,3072,256,2,2,p2p-i-la,9,89.533202
3072,3072,3072,256,2,2,p2p-i-la,9,89.335931
3072,3072,3072,256,2,2,p2p-i-la,10,87.903947
3072,3072,3072,256,2,2,p2p-i-la,10,88.755291
3072,3072,3072,256,2,2,p2p-i-la,10,88.853085
3072,3072,3072,256,2,2,p2p-i-la,10,89.444802
3072,3072,3072,256,2,2,p2p-i-la,10,88.706277
3072,3072,3072,256,2,2,p2p-i-la,11,87.147687
3072,3072,3072,256,2,2,p2p-i-la,11,90.632791
3072,3072,3072,256,2,2,p2p-i-la,11,88.958732
3072,3072,3072,256,2,2,p2p-i-la,11,89.810146
3072,3072,3072,256,2,2,p2p-i-la,11,88.935268
3072,3072,3072,256,2,2,p2p-i-la,12,87.289776
3072,3072,3072,256,2,2,p2p-i-la,12,90.140767
3072,3072,3072,256,2,2,p2p-i-la,12,89.052188
3072,3072,3072,256,2,2,p2p-i-la,12,89.019241
3072,3072,3072,256,2,2,p2p-i-la,12,89.391993
3584,3584,3584,256,2,2,p2p,0,91.015036
3584,3584,3584,256,2,2,p2p,0,90.954618
3584,3584,3584,256,2,2,p2p,0,90.987427
3584,3584,3584,256,2,2,p2p,0,90.999658
3584,3584,3584,256,2,2,p2p,0,90.728667
3584,3584,3584,256,2,2,bcast,0,91.205903
3584,3584,3584,256,2,2,bcast,0,91.554525
3584,3584,3584,256,2,2,bcast,0,91.947212
3584,3584,3584,256,2,2,bcast,0,91.321689
3584,3584,3584,256,2,2,bcast,0,91.442954
3584,3584,3584,256,2,2,p2p-i-la,1,90.022116
3584,3584,3584,256,2,2,p2p-i-la,1,89.944465
3584,3584,3584,256,2,2,p2p-i-la,1,90.067466
3584,3584,3584,256,2,2,p2p-i-la,1,89.631268
3584,3584,3584,256,2,2,p2p-i-la,1,89.437720
3584,3584,3584,256,2,2,p2p-i-la,2,89.269236
3584,3584,3584,256,2,2,p2p-i-la,2,89.875807
3584,3584,3584,256,2,2,p2p-i-la,2,83.104475
3584,3584,3584,256,2,2,p2p-i-la,2,84.575882
3584,3584,3584,256,2,2,p2p-i-la,2,84.821078
